fullid,mode,stidstrt,stidsch,stidstd,SchName,Fname,Testdate,ST001Q01_15,ST002Q01_15,ST003Q01_15,ST003Q02_15,ST003Q03_15,ST004Q01_15,ST126Q01_15,ST127Q01_15,ST127Q02_15,ST127Q03_15,ST014Q01_15,ST014Q02_15,ST005Q01_15,ST006Q01_15,ST006Q02_15,ST006Q03_15,ST006Q04_15,ST015Q01_15,ST015Q02_15,ST007Q01_15,ST008Q01_15,ST008Q02_15,ST008Q03_15,ST008Q04_15,ST019Q01_15,ST019Q02_15,ST019Q03_15,ST021Q01_15,ST022Q01_15,LANGHOME,ST011Q01_15,ST011Q02_15,ST011Q03_15,ST011Q04_15,ST011Q05_15,ST011Q06_15,ST011Q07_15,ST011Q08_15,ST011Q09_15,ST011Q010_15,ST011Q011_15,ST011Q012_15,ST011Q013_15,ST011Q014_15,ST011Q015_15,ST011Q016_15,ST012Q01_15,ST012Q02_15,ST012Q03_15,ST012Q04_15,ST012Q05_15,ST012Q06_15,ST012Q07_15,ST012Q08_15,ST013Q01_15,ST88Q01_12,ST88Q02_12,ST88Q03_12,ST88Q04_12,ST86Q01_12,ST86Q02_12,ST86Q03_12,ST86Q04_12,ST86Q05_12,ST55Q01_12,ST55Q02_12,ST55Q03_12,ST55Q04_12,ST41Q01_9,ST41Q02_9,ST41Q03_9,ST41Q04_9,ST41Q05_9,ST41Q06_9,ST42Q01_9,ST42Q02_9,ST42Q03_9,ST42Q04_9,ST42Q05_9,ST25Q01_9,ST25Q02_9,ST25Q03_9,ST25Q04_9,ST25Q05_9,ST81Q01_12,ST81Q02_12,ST81Q03_12,ST81Q04_12,ST81Q05_12,ST29Q01_12,ST29Q02_12,ST29Q03_12,ST29Q04_12,ST29Q05_12,ST29Q06_12,ST29Q07_12,ST29Q08_12,ST37Q01_12,ST37Q02_12,ST37Q03_12,ST37Q04_12,ST37Q05_12,ST37Q06_12,ST37Q07_12,ST37Q08_12,ST36Q01_09,ST36Q02_09,ST36Q03_09,ST36Q04_09,ST36Q05_09,ST063Q01_15,ST063Q02_15,ST063Q03_15,ST063Q04_15,ST063Q05_15,ST063Q06_15,ST065Q01_15,ST129Q01_15,ST129Q02_15,ST129Q03_15,ST129Q04_15,ST129Q05_15,ST129Q06_15,ST129Q07_15,ST129Q08_15,ST097Q01_15,ST097Q02_15,ST097Q03_15,ST097Q04_15,ST097Q05_15,ST113Q01_15,ST113Q02_15,ST113Q03_15,ST113Q04_15,ST114Q01_15,ST103Q01_15,ST103Q02_15,ST103Q03_15,ST103Q04_15,ST107Q01_15,ST107Q02_15,ST107Q03_15,ST131Q01_15,ST131Q02_15,ST131Q03_15,ST131Q04_15,ST131Q05_15,ST131Q06_15,ST27Q01_6,ST27Q02_6,ST27Q03_6,ST27Q04_6,LANG,OCIN1,OCIN2,OCOD1,OCOD2,Age,nationality,BFMJ1,BMMJ1,DISCLIM,DISCLIMA,DISCLIMS,ESCS,FAMSTRUC,FISCED,HISCED,HISEI,HOMEPOS,IMMIG,INSTMOT,INSTSCIE,MATHEFF,SCIEEFF,METASUM,MISCED,PARED,SCIEEFF_1,STUDREL,UNDREM,WEALTH,pv1math,pv2math,pv3math,pv4math,pv5math,pv1read,pv2read,pv3read,pv4read,pv5read,pv1scie,pv2scie,pv3scie,pv4scie,pv5scie,bookid,W_STU,rwgt1,rwgt2,rwgt3,rwgt4,rwgt5,rwgt6,rwgt7,rwgt8,rwgt9,rwgt10,rwgt11,rwgt12,rwgt13,rwgt14,rwgt15,rwgt16,rwgt17,rwgt18,rwgt19,rwgt20,rwgt21,rwgt22,rwgt23,rwgt24,rwgt25,rwgt26,rwgt27,rwgt28,rwgt29,rwgt30,rwgt31,rwgt32,rwgt33,rwgt34,rwgt35,rwgt36,rwgt37,rwgt38,rwgt39,rwgt40,rwgt41,rwgt42,rwgt43,rwgt44,rwgt45,rwgt46,rwgt47,rwgt48,rwgt49,rwgt50,rwgt51,rwgt52,rwgt53,rwgt54,rwgt55,rwgt56,rwgt57,rwgt58,rwgt59,rwgt60,rwgt61,rwgt62,rwgt63,rwgt64,rwgt65,rwgt66,rwgt67,rwgt68,rwgt69,rwgt70,rwgt71,rwgt72,rwgt73,rwgt74,rwgt75,rwgt76,rwgt77,rwgt78,rwgt79,rwgt80
NA,DIGITAL,NA,MX-JAL-0007,6905,NA,NA,6/5/2018,3,1,9,09,2003,1,5,1,1,NA,Contadora,Cosas de números,1,1,1,2,2,Contador,Cosas de números,1,1,1,2,2,15,NA,18,NA,1,NA,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,4,3,4,4,4,2,1,3,2,2,3,2,2,2,2,2,2,2,1,3,1,1,2,1,5,5,5,3,1,1,5,5,6,1,1,2,2,1,4,4,4,3,4,3,2,3,3,2,2,3,2,3,3,3,2,1,3,1,3,2,2,3,2,2,2,1,2,2,2,2,Química,2,2,3,3,2,3,3,3,3,2,2,3,3,3,3,3,2,No lo sé,3,1,4,4,4,3,4,3,2,2,3,1,2,2,2,2,2,NA,NA,NA,NA,NA,15,NA,2411,2411,1.201103446534791,-0.9970366767442922,-1.0793186255349505,NA,NA,6,NA,66,NA,NA,-0.3551011698981513,-0.5151719114584139,-0.6323595978302774,-0.5651345374657976,-0.05335962664536013,6,16,NA,-0.05335962664536013,-0.05335962664536013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-JAL-0007,6908,NA,NA,6/5/2018,3,1,01,09,2003,2,5,1,1,NA,Contadora,Obtiene los impuestos a pagar de empresas,1,2,1,2,2,Vende sintillos de caceria,Vende permisos para cazar en sus ranchos,1,2,2,2,2,15,15,15,NA,1,NA,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,4,4,3,4,4,3,2,1,1,2,4,2,1,2,2,3,2,3,1,1,1,1,4,3,5,5,5,3,4,2,5,5,6,2,2,2,1,2,4,4,4,4,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,4,2,1,2,2,2,2,Quimica,2,1,1,1,1,1,1,1,3,3,3,3,3,2,2,2,2,Derecho,2,2,3,3,2,3,3,3,3,3,4,4,4,2,2,2,2,NA,NA,NA,NA,NA,15,NA,5249,2411,1.8695840304605646,1.2660917358460213,-0.6878298698330785,NA,NA,3A,NA,66,NA,NA,1.5347776318657016,0.39251703070865807,2.3039822082783403,2.3029595383588046,-0.7765323766708612,5B,14,NA,-0.7765323766708612,-0.7765323766708612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-JAL-0007,6910,NA,NA,6/5/2018,3,3,19,05,2003,1,6,1,1,NA,Diseñadora de Moda,"Diseña ropa, la hace y la vende.",1,2,1,2,2,Administrador,Hace gráficas o encuestas sobre política o ciudadanía y programa la economía.,1,1,1,2,2,15,15,15,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,3,2,4,5,2,3,2,2,3,3,3,3,3,1,2,1,1,3,5,1,2,5,1,3,2,5,6,5,1,1,3,3,1,3,4,4,3,4,3,2,3,3,2,2,3,2,3,2,3,2,2,3,3,3,2,3,3,4,3,2,1,2,2,2,2,Quimica,3,3,1,1,1,3,2,2,3,4,3,3,4,2,2,2,2,Medicina,3,1,3,3,3,3,1,3,3,3,3,1,3,2,2,2,2,NA,NA,NA,NA,NA,15,NA,2631,2163,0.8139722627365706,0.025726774965539292,-0.237792974238271,NA,NA,6,NA,72,NA,NA,-0.3551011698981513,0.39251703070865807,-0.931178688223806,0.318194279515603,-1.4289177797452741,5B,16,NA,-1.4289177797452741,-1.4289177797452741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-JAL-0007,6911,NA,NA,6/5/2018,3,1,19,07,2003,2,6,1,1,NA,Abogado,Es ama de casa,1,2,1,2,2,Abogado en un tribunal,Resolver asuntos,1,1,1,2,2,16,16,16,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,3,4,4,3,3,2,3,2,1,2,2,2,2,2,3,2,2,2,3,3,2,3,3,2,3,2,4,3,3,2,3,2,2,2,3,3,3,3,3,3,2,2,1,2,2,2,2,2,3,3,3,2,2,3,1,3,2,3,3,3,2,1,2,2,2,2,Química,2,2,2,2,2,3,2,2,3,3,3,3,3,2,2,2,2,Abogado,2,2,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,15,NA,2611,2611,-0.06540760844416826,-0.28814524927204027,-0.6878298698330785,NA,NA,6,NA,85,NA,NA,0.044455419096078946,0.39251703070865807,-0.6323595978302774,0.12867994752862216,-0.05335962664536013,5B,16,NA,-0.05335962664536013,-0.05335962664536013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-JAL-0007,6913,NA,NA,6/5/2018,3,1,17,11,2003,1,5,1,1,NA,"Licenciada, contadora","Revisar y censar a los trabajadores, patrones y empresas",1,2,1,2,2,Ingeniero en máquinas,Construir y reparar máquinas y aparatos,1,2,1,2,2,15,15,15,NA,1,NA,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,2,3,3,3,4,2,2,1,1,3,3,4,2,2,2,2,1,2,1,1,1,1,1,3,4,6,6,6,3,4,1,5,6,6,4,2,4,2,5,4,4,4,4,4,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,3,3,2,2,1,2,2,1,2,Química,1,2,1,1,2,1,2,2,3,3,3,4,4,1,1,2,2,Ingeniería médica,3,3,4,4,4,3,3,3,3,4,4,3,4,1,2,1,2,NA,NA,NA,NA,NA,15,NA,2144,2411,1.8695840304605646,-0.7786299180722138,-0.3011465522333261,NA,NA,5B,NA,69,NA,NA,1.0488454294913507,1.0671912979431017,0.8083155877596054,1.2040564870768893,0.7395662698636141,5B,14,NA,0.7395662698636141,0.7395662698636141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-JAL-0007,6914,NA,NA,6/5/2018,3,1,21,09,2002,1,6,1,1,NA,Abogada,Aboagada en casos familiares,1,1,1,1,1,Administra 3 empresas,Jefe de ventas y o comercio,1,1,1,1,1,15,18,15,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,4,4,4,3,3,2,4,3,3,3,2,2,2,2,2,2,3,3,3,3,3,2,6,3,1,1,3,1,3,3,3,2,3,4,3,2,3,3,3,3,3,4,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,1,2,2,2,2,Química,2,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,2,Cinematografia,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,16,NA,1221,2611,-0.06540760844416826,0.025726774965539292,-0.6878298698330785,NA,NA,6,NA,85,NA,NA,0.044455419096078946,-0.26961315672847236,-0.16599704131546886,-0.5651345374657976,-0.05335962664536013,6,16,NA,-0.05335962664536013,-0.05335962664536013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-JAL-0007,6915,NA,NA,6/5/2018,3,1,4,08,2003,2,5,1,1,NA,Comerciante,Ayuda a mi papa,1,1,1,1,1,Baria,Recoge dinero,1,1,1,1,1,15,21,15,0,1,NA,1,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,4,4,4,4,4,4,4,3,2,2,3,1,1,2,1,1,1,1,5,5,5,5,6,6,6,3,5,3,6,6,3,6,6,5,4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,1,1,Quimca,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,Doctorado,4,2,4,4,3,3,4,2,2,3,3,3,3,2,2,2,2,NA,NA,NA,NA,NA,15,NA,9997,5249,-1.0418705871135892,-1.2149299274748826,-1.416725237817581,NA,NA,6,NA,25,NA,NA,0.044455419096078946,1.7631673334043416,-0.3255016542737958,0.318194279515603,1.4396447754851474,6,16,NA,1.4396447754851474,1.4396447754851474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-JAL-0007,6917,NA,NA,6/5/2018,3,1,11,09,2003,2,6,1,1,NA,Contadora,Lleva la contabilidad de su propia empresa,1,1,1,1,1,Administrador de empresas,dueño de empresa de seguridad privada,1,1,1,1,1,15,15,18,NA,1,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,3,4,3,2,2,3,3,2,2,2,2,3,3,3,1,1,1,1,3,1,4,4,1,4,3,2,2,3,4,3,4,3,1,2,4,4,4,4,3,3,2,3,2,2,2,3,2,2,2,2,3,2,3,2,2,4,4,3,3,3,NA,NA,NA,NA,NA,NA,Quimica,2,2,2,2,2,2,2,2,3,3,4,3,3,2,3,3,3,"Aún no lo sé, tengo 14",2,1,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,15,NA,1120,2411,1.201103446534791,0.6440641152947226,-0.4183746990822752,NA,NA,6,NA,70,NA,NA,-0.3551011698981513,-0.5151719114584139,-0.48049655321924223,0.318194279515603,-1.0159710713323615,6,16,NA,-1.0159710713323615,-1.0159710713323615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-JAL-0007,6918,NA,NA,6/5/2018,3,1,29,11,2003,1,5,1,1,NA,Directora de campus de la zona norte-occidente de la República Mexicana (UNI),Dirige a los rectores y personas de administración de los diferentes campus de la zona norte-occidente de la República Mexicana.,1,2,1,2,2,Contador,"Revisar y censar a los trabajadores, patrones, empresas, etc.",1,2,1,2,2,15,15,15,NA,1,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,4,4,3,4,1,2,4,3,3,2,2,2,2,2,2,2,1,1,1,4,3,4,6,5,5,4,4,1,6,5,5,3,4,4,4,3,4,4,4,4,3,3,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,3,3,3,4,4,2,1,2,2,1,1,Química,2,1,1,1,1,2,2,2,3,4,4,4,4,2,3,2,2,Algo que tenga que ver con arte (Artes Visuales),3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,NA,NA,NA,NA,NA,15,NA,2411,1345,1.201103446534791,0.6440641152947226,0.062063895051716736,NA,NA,5B,NA,66,NA,NA,0.044455419096078946,-0.011325507949322307,0.8083155877596054,1.2040564870768893,-0.05335962664536013,5B,14,NA,-0.05335962664536013,-0.05335962664536013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-JAL-0007,6924,NA,NA,6/5/2018,3,1,20,09,2003,2,5,1,1,NA,Bancaria,"Aprueba cheques, atiende gente etc.",1,2,1,2,2,Empresario.,Ventas.,1,2,1,2,2,7,7,7,NA,1,NA,1,1,1,1,2,1,1,2,2,1,2,1,2,1,1,1,4,2,4,4,3,3,1,3,2,3,3,2,1,3,3,3,2,2,1,1,1,1,1,3,6,6,6,3,3,1,2,6,6,5,5,4,1,5,3,3,3,4,3,3,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,3,2,1,2,1,1,2,Química,2,1,1,1,1,2,1,1,4,3,4,4,4,3,3,3,3,No se.,3,3,4,2,3,4,3,3,2,3,3,3,3,2,2,2,2,NA,NA,NA,NA,NA,15,NA,1120,4211,0.2085347751735916,0.3519512047600428,0.06993274275571477,NA,NA,5B,NA,70,NA,NA,0.044455419096078946,-0.7990904931401737,NA,1.8309250435240945,-1.0159710713323615,5B,14,NA,-1.0159710713323615,-1.0159710713323615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-JAL-0007,6927,NA,NA,6/5/2018,3,1,05,06,2003,2,6,1,1,NA,Homeópata,Cura a la gente,1,2,1,1,1,Ingeniero en Sistemas,Provee comoutadoras a otras empresas,1,1,1,1,1,7,7,7,NA,1,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,2,4,1,4,4,3,2,2,2,2,4,3,3,3,1,1,1,5,5,4,1,2,3,1,5,3,3,5,4,1,5,4,5,4,2,2,3,3,2,3,2,1,1,1,1,1,1,1,1,1,3,1,4,2,1,3,2,3,2,2,1,1,2,2,2,1,Quimica,2,2,2,1,1,2,1,2,4,4,3,3,3,4,4,1,1,Ingeniero en Electronica y Sistemas,1,1,2,3,2,1,3,3,3,3,3,3,4,2,2,3,3,NA,NA,NA,NA,NA,15,NA,2511,2230,-0.7059209409732354,-0.7786299180722138,-0.20849943904746485,NA,NA,6,NA,70,NA,NA,1.0488454294913507,-0.26961315672847236,0.1747028679009189,0.9552491338359298,-1.4289177797452741,5B,16,NA,-1.4289177797452741,-1.4289177797452741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-JAL-0007,6928,NA,NA,6/5/2018,3,1,25,06,2003,1,5,1,1,NA,Asesora,Da terapia a personas,1,2,1,2,2,Fiscal,Da conferencias,1,2,1,2,2,15,16,33,NA,1,NA,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,4,4,3,4,1,4,3,4,4,2,2,2,1,1,1,1,1,1,1,1,2,2,6,4,6,3,4,1,2,5,5,4,4,5,4,1,4,4,4,4,4,3,3,2,3,2,2,3,2,2,1,2,1,1,3,3,3,3,3,2,4,3,2,1,2,2,2,1,Química,1,1,2,1,1,1,2,1,4,3,4,4,4,3,3,2,2,Escritor,4,2,4,4,4,4,4,4,3,4,4,4,4,1,2,2,2,NA,NA,NA,NA,NA,15,NA,2611,2634,1.8695840304605646,0.025726774965539292,0.06993274275571477,NA,NA,5B,NA,85,NA,NA,-0.6272914219383068,-0.26961315672847236,-0.16599704131546886,1.8309250435240945,1.4396447754851474,5B,14,NA,1.4396447754851474,1.4396447754851474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-JAL-0007,6929,NA,NA,6/5/2018,3,1,01,12,2003,1,5,1,1,NA,Profesora investigadora de la UDG,Da clases en maestría de universidad y hace investigación,1,1,1,2,2,"Prefesor investigador de la UDG, trabaja dando clases en bachillerato",Da clases en maestría y hace investigación. Da clases en bachillerato.,1,1,1,2,2,15,15,9,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,4,4,4,4,5,2,4,1,1,2,2,2,2,2,1,1,1,1,4,1,3,6,5,1,5,1,2,6,6,1,3,5,5,3,3,3,4,4,4,3,1,2,3,1,2,1,1,1,1,1,2,1,1,1,1,3,3,3,3,3,2,1,2,NA,1,NA,Química,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,"Biomedicina, medicina con especialidad en psiquiatría o biotecnología",4,3,4,3,4,4,4,3,3,4,4,3,3,2,1,2,2,NA,NA,NA,NA,NA,15,NA,2310,2310,0.8139722627365706,0.025726774965539292,0.3950114354504379,NA,NA,6,NA,76,NA,NA,1.5347776318657016,1.7631673334043416,1.5074988760037746,3.2190875504314875,-0.05335962664536013,6,16,NA,-0.05335962664536013,-0.05335962664536013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-JAL-0007,6930,NA,NA,6/5/2018,3,1,12,08,2003,1,11,1,1,NA,"Empresaria, maestra de universidad","Tiene 3 guarderías de Imms, 1 en funcionamiento y dos en proceso",1,1,1,1,1,Jardinero en estados unidos,Cortar árboles y pasto,1,2,2,1,1,15,15,15,NA,1,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,1,2,3,3,4,3,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,1,2,2,1,1,Quimica,4,4,4,4,4,4,4,4,4,1,1,4,1,4,4,4,4,Cantante,4,1,1,1,1,1,1,1,4,1,1,1,1,4,4,4,4,NA,NA,NA,NA,NA,15,NA,9214,1120,-1.3965386140024652,-2.818226805956683,-1.346077407259642,NA,NA,4,NA,70,NA,NA,-2.2985558811141384,-1.9996357126779445,-3.791324273602239,-3.7658002011550002,-3.060592088673078,6,16,NA,-3.060592088673078,-3.060592088673078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
