fullid,mode,stidstrt,stidsch,stidstd,SchName,Fname,Testdate,ST001Q01_15,ST002Q01_15,ST003Q01_15,ST003Q02_15,ST003Q03_15,ST004Q01_15,ST126Q01_15,ST127Q01_15,ST127Q02_15,ST127Q03_15,ST014Q01_15,ST014Q02_15,ST005Q01_15,ST006Q01_15,ST006Q02_15,ST006Q03_15,ST006Q04_15,ST015Q01_15,ST015Q02_15,ST007Q01_15,ST008Q01_15,ST008Q02_15,ST008Q03_15,ST008Q04_15,ST019Q01_15,ST019Q02_15,ST019Q03_15,ST021Q01_15,ST022Q01_15,LANGHOME,ST011Q01_15,ST011Q02_15,ST011Q03_15,ST011Q04_15,ST011Q05_15,ST011Q06_15,ST011Q07_15,ST011Q08_15,ST011Q09_15,ST011Q010_15,ST011Q011_15,ST011Q012_15,ST011Q013_15,ST011Q014_15,ST011Q015_15,ST011Q016_15,ST012Q01_15,ST012Q02_15,ST012Q03_15,ST012Q04_15,ST012Q05_15,ST012Q06_15,ST012Q07_15,ST012Q08_15,ST013Q01_15,ST88Q01_12,ST88Q02_12,ST88Q03_12,ST88Q04_12,ST86Q01_12,ST86Q02_12,ST86Q03_12,ST86Q04_12,ST86Q05_12,ST55Q01_12,ST55Q02_12,ST55Q03_12,ST55Q04_12,ST41Q01_9,ST41Q02_9,ST41Q03_9,ST41Q04_9,ST41Q05_9,ST41Q06_9,ST42Q01_9,ST42Q02_9,ST42Q03_9,ST42Q04_9,ST42Q05_9,ST25Q01_9,ST25Q02_9,ST25Q03_9,ST25Q04_9,ST25Q05_9,ST81Q01_12,ST81Q02_12,ST81Q03_12,ST81Q04_12,ST81Q05_12,ST29Q01_12,ST29Q02_12,ST29Q03_12,ST29Q04_12,ST29Q05_12,ST29Q06_12,ST29Q07_12,ST29Q08_12,ST37Q01_12,ST37Q02_12,ST37Q03_12,ST37Q04_12,ST37Q05_12,ST37Q06_12,ST37Q07_12,ST37Q08_12,ST36Q01_09,ST36Q02_09,ST36Q03_09,ST36Q04_09,ST36Q05_09,ST063Q01_15,ST063Q02_15,ST063Q03_15,ST063Q04_15,ST063Q05_15,ST063Q06_15,ST065Q01_15,ST129Q01_15,ST129Q02_15,ST129Q03_15,ST129Q04_15,ST129Q05_15,ST129Q06_15,ST129Q07_15,ST129Q08_15,ST097Q01_15,ST097Q02_15,ST097Q03_15,ST097Q04_15,ST097Q05_15,ST113Q01_15,ST113Q02_15,ST113Q03_15,ST113Q04_15,ST114Q01_15,ST103Q01_15,ST103Q02_15,ST103Q03_15,ST103Q04_15,ST107Q01_15,ST107Q02_15,ST107Q03_15,ST131Q01_15,ST131Q02_15,ST131Q03_15,ST131Q04_15,ST131Q05_15,ST131Q06_15,ST27Q01_6,ST27Q02_6,ST27Q03_6,ST27Q04_6,LANG,OCIN1,OCIN2,OCOD1,OCOD2,Age,nationality,BFMJ1,BMMJ1,DISCLIM,DISCLIMA,DISCLIMS,ESCS,FAMSTRUC,FISCED,HISCED,HISEI,HOMEPOS,IMMIG,INSTMOT,INSTSCIE,MATHEFF,SCIEEFF,METASUM,MISCED,PARED,SCIEEFF_1,STUDREL,UNDREM,WEALTH,pv1math,pv2math,pv3math,pv4math,pv5math,pv1read,pv2read,pv3read,pv4read,pv5read,pv1scie,pv2scie,pv3scie,pv4scie,pv5scie,bookid,W_STU,rwgt1,rwgt2,rwgt3,rwgt4,rwgt5,rwgt6,rwgt7,rwgt8,rwgt9,rwgt10,rwgt11,rwgt12,rwgt13,rwgt14,rwgt15,rwgt16,rwgt17,rwgt18,rwgt19,rwgt20,rwgt21,rwgt22,rwgt23,rwgt24,rwgt25,rwgt26,rwgt27,rwgt28,rwgt29,rwgt30,rwgt31,rwgt32,rwgt33,rwgt34,rwgt35,rwgt36,rwgt37,rwgt38,rwgt39,rwgt40,rwgt41,rwgt42,rwgt43,rwgt44,rwgt45,rwgt46,rwgt47,rwgt48,rwgt49,rwgt50,rwgt51,rwgt52,rwgt53,rwgt54,rwgt55,rwgt56,rwgt57,rwgt58,rwgt59,rwgt60,rwgt61,rwgt62,rwgt63,rwgt64,rwgt65,rwgt66,rwgt67,rwgt68,rwgt69,rwgt70,rwgt71,rwgt72,rwgt73,rwgt74,rwgt75,rwgt76,rwgt77,rwgt78,rwgt79,rwgt80
NA,DIGITAL,NA,MX-JAL-0007,6932,NA,NA,6/5/2018,3,1,28,12,2002,1,6,2,1,NA,Contadora,Lleva la contaduría de una empresa,1,NA,NA,NA,NA,Ventas,Vende productos a empacadora,1,NA,NA,NA,NA,15,15,16,NA,1,NA,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,4,4,4,4,2,3,1,1,1,3,4,3,2,3,2,3,2,3,1,1,1,1,1,4,6,6,6,6,6,4,4,6,5,4,1,1,1,2,4,4,4,4,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,2,1,2,1,2,2,Química,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,NA,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,NA,NA,NA,NA,NA,16,NA,5249,2411,1.8695840304605646,0.025726774965539292,-1.416725237817581,NA,NA,3A,NA,66,NA,NA,0.044455419096078946,0.39251703070865807,-0.3255016542737958,3.2190875504314875,-1.0159710713323615,3A,12,NA,-1.0159710713323615,-1.0159710713323615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-CMX-0002,6934,NA,NA,6/12/2018,3,1,04,03,2002,2,6,2,1,NA,Istotecnologa,Ase un análisis a nivel celular,1,1,NA,NA,NA,Contador,Organiza,1,1,NA,NA,NA,7,7,7,NA,1,NA,1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,2,3,2,2,4,2,2,1,3,1,4,3,1,2,2,2,2,2,2,1,1,1,1,6,4,2,1,3,1,6,2,3,3,2,1,3,4,1,1,4,3,4,4,4,3,1,3,3,2,2,2,2,2,2,2,2,2,3,2,3,4,3,4,4,4,2,1,2,2,2,2,Física,3,2,2,3,2,1,3,2,4,4,4,4,4,2,3,3,2,Mecatronica,4,2,4,4,3,4,3,3,2,3,3,3,3,2,2,2,2,NA,NA,NA,NA,NA,17,NA,2411,3212,1.201103446534791,1.2660917358460213,0.3950114354504379,NA,NA,6,NA,66,NA,NA,0.4510999973131331,-0.26961315672847236,-0.48049655321924223,-0.05284782301488899,-0.05335962664536013,6,16,NA,-0.05335962664536013,-0.05335962664536013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-CMX-0002,6936,NA,NA,6/12/2018,3,1,01,03,2003,2,5,1,1,NA,Nutrióloga,Dabas recetas para la nutrición,1,2,1,1,1,Doctor,Es médico cirujano,1,1,2,1,2,7,33,33,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,4,4,3,3,3,3,3,2,2,1,2,2,2,2,2,2,2,2,2,1,3,5,5,3,4,3,4,3,5,1,2,2,1,1,3,3,3,4,3,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,2,3,2,3,2,2,1,2,2,1,2,Quimica,2,1,2,1,2,1,3,1,3,3,2,3,3,2,2,1,2,Ingieneria civil o automotriz,3,2,3,3,3,2,3,4,3,3,2,2,3,2,2,2,4,NA,NA,NA,NA,NA,16,NA,2211,2265,0.2085347751735916,-0.7786299180722138,-0.9180414323968771,NA,NA,6,NA,89,NA,NA,0.7464998834202858,0.8008954075688883,0.36255858834140087,0.9552491338359298,0.39111047317420755,5B,16,NA,0.39111047317420755,0.39111047317420755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-CMX-0002,6937,NA,NA,6/12/2018,3,1,12,07,2003,1,5,1,1,NA,Ama de casa,Se ocupa en el hogar,1,2,2,2,2,Químico Farmacéutico,Medicamentos,1,1,1,1,1,7,15,7,NA,1,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,2,2,4,3,3,1,2,2,3,3,4,2,1,1,2,2,2,1,2,1,1,5,1,5,6,6,4,3,1,4,6,6,1,1,2,2,4,4,2,4,4,4,3,1,2,2,1,1,1,1,3,1,3,1,1,3,1,3,3,3,3,2,4,2,1,2,2,1,2,Biología,4,2,2,4,2,4,3,4,3,3,4,4,4,1,1,1,1,Relaciones Internacionales o Abogada,2,1,2,4,3,4,4,4,2,4,2,2,2,3,2,2,2,NA,NA,NA,NA,NA,15,NA,2113,9501,0.8139722627365706,0.025726774965539292,-0.12842090377833476,NA,NA,6,NA,76,NA,NA,1.5347776318657016,1.7631673334043416,-0.16599704131546886,-1.2410104727779687,0.7395662698636141,3A,16,NA,0.7395662698636141,0.7395662698636141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-CMX-0002,6940,NA,NA,6/12/2018,3,1,26,05,2003,1,5,1,1,NA,Abogada,Trabaja en un interinato del ISSTE,1,2,1,2,1,Ingeniero,Da Clases,1,1,1,1,1,7,7,7,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,3,4,1,3,5,3,3,2,1,2,2,2,2,2,1,1,1,2,3,4,6,4,6,3,3,2,3,5,5,1,2,4,3,1,3,3,3,4,4,2,1,2,2,1,2,1,1,1,1,2,2,1,2,1,2,3,3,3,4,4,2,1,2,2,1,2,Ciencias III,2,2,2,1,2,1,2,3,3,3,3,4,4,1,2,2,2,Química farmacéutica,4,3,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,NA,NA,NA,NA,NA,15,NA,2310,2611,0.49879701408007915,0.6440641152947226,-0.3011465522333261,NA,NA,6,NA,85,NA,NA,1.5347776318657016,0.8008954075688883,0.5699333141635577,0.5173866602591232,-0.05335962664536013,5B,16,NA,-0.05335962664536013,-0.05335962664536013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-CMX-0002,6941,NA,NA,6/12/2018,2,1,25,03,2004,2,6,1,1,NA,Es abogada,Pues es abogada y ascesora a las personas en temas jurídicos,1,2,1,1,2,Es juez de cuantía menor,"Revisa acuerdos, autos (expedientes) y cosas así",4,2,1,1,2,7,7,7,NA,1,NA,1,1,2,1,2,1,2,2,2,1,1,1,2,2,1,2,3,3,3,3,3,3,1,1,1,3,4,3,2,2,2,3,2,4,1,2,1,1,5,3,4,1,4,2,6,3,3,5,3,1,2,2,2,1,1,1,1,2,1,3,1,3,3,2,2,2,2,3,2,2,3,2,3,4,3,3,3,4,3,3,1,2,2,2,1,2,Física,2,1,2,3,4,3,3,2,3,3,3,3,3,2,2,2,2,Medico con especialidad en cirujia cardeotorácica,4,1,4,3,3,3,3,4,3,3,3,3,3,2,2,2,2,NA,NA,NA,NA,NA,15,NA,2612,2611,-1.916192152161519,0.3519512047600428,-0.6878298698330785,NA,NA,5B,NA,88,NA,NA,0.4510999973131331,0.39251703070865807,-1.0803327904702302,-0.39813172653339074,-1.0159710713323615,5B,14,NA,-1.0159710713323615,-1.0159710713323615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-CMX-0002,6945,NA,NA,6/12/2018,2,1,22,01,2004,1,7,1,1,NA,Criminóloga,Revisar los arrollados del metro,1,1,1,1,1,Arquitecto,Ayuda a los aprendices,1,2,1,1,1,7,7,7,NA,1,NA,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,3,4,3,4,2,3,2,2,3,2,2,3,2,3,2,2,5,5,5,5,6,3,4,3,6,2,3,3,3,6,6,1,1,2,1,1,2,1,1,1,1,3,2,4,4,2,4,4,2,3,3,4,2,4,4,4,2,3,3,3,3,1,1,1,2,2,1,2,Biología,3,1,2,2,1,2,1,2,3,3,3,3,1,2,2,2,2,Bióloga,4,1,3,4,3,4,3,3,3,3,3,3,3,2,2,2,2,NA,NA,NA,NA,NA,15,NA,2161,3355,-1.916192152161519,-0.5490871100759818,-1.047290774616796,NA,NA,5B,NA,71,NA,NA,-0.6272914219383068,0.39251703070865807,-1.7114828268953517,0.7285232191333785,-0.7765323766708612,6,16,NA,-0.7765323766708612,-0.7765323766708612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-CMX-0002,6948,NA,NA,6/12/2018,3,1,27,03,2003,1,6,1,1,NA,Músico,Canta,1,2,1,2,2,Músico,Toca trombón,1,2,1,2,2,7,7,7,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,4,4,3,1,4,3,3,3,3,2,2,2,3,2,2,1,1,1,1,6,3,2,2,6,2,3,2,4,6,6,2,1,1,2,1,3,2,2,4,2,4,2,4,4,2,2,3,3,1,1,1,1,1,1,1,1,2,2,2,3,2,2,1,2,2,1,1,Química,4,3,3,3,3,3,3,2,3,2,3,4,3,3,4,3,3,DJ profesional y algo que tenga que ver con publicidad y relaciones exteriores,4,2,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,NA,NA,NA,NA,NA,16,NA,2652,2652,-0.5208678398858709,-0.9970366767442922,-0.7838245624467577,NA,NA,5B,NA,50,NA,NA,-0.6272914219383068,-1.0801243786511212,2.3039822082783403,-1.0661334792766308,-0.4764365886525934,5B,14,NA,-0.4764365886525934,-0.4764365886525934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-CMX-0002,6952,NA,NA,6/12/2018,3,1,13,10,2003,2,5,1,1,NA,Abogada,Litiga,1,2,1,1,1,Abogado,Litiga,1,2,1,1,1,7,7,7,NA,1,NA,1,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,4,4,3,4,4,2,1,1,4,3,3,2,1,2,2,2,1,2,1,1,1,1,3,2,3,3,4,3,4,2,3,5,6,1,1,1,1,1,3,2,3,4,3,3,2,3,4,2,3,4,1,3,3,3,2,4,3,4,2,2,2,1,3,2,2,1,2,2,2,2,Biología,2,2,1,1,1,2,1,2,3,3,3,3,3,2,2,2,2,No lo tengo muy claro,4,2,4,3,3,4,3,3,3,4,3,3,3,2,1,2,2,NA,NA,NA,NA,NA,15,NA,2611,2611,-0.06540760844416826,-1.2149299274748826,-0.6878298698330785,NA,NA,5B,NA,85,NA,NA,-0.3551011698981513,0.39251703070865807,-1.3848582101978533,1.2040564870768893,0.39111047317420755,5B,14,NA,0.39111047317420755,0.39111047317420755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-CMX-0002,6955,NA,NA,6/12/2018,2,1,19,12,2003,2,6,1,1,NA,NA,NA,1,2,1,2,2,NA,NA,1,2,1,2,2,7,7,7,NA,1,NA,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,3,2,2,4,3,4,1,3,3,2,2,3,2,2,2,2,2,2,1,1,1,1,3,3,3,3,4,2,3,3,3,5,3,3,4,1,2,1,2,2,3,4,3,2,2,3,2,2,2,1,2,2,2,2,2,3,2,3,2,3,2,3,2,3,1,1,2,2,1,2,fisica,1,1,1,2,2,1,1,2,3,3,3,3,3,1,1,3,3,NA,3,1,3,3,2,2,2,3,3,3,3,3,3,3,2,3,2,NA,NA,NA,NA,NA,15,NA,9997,9997,-0.3102627601676448,-0.5490871100759818,-0.6878298698330785,NA,NA,5B,NA,NA,NA,NA,0.4510999973131331,0.39251703070865807,-0.48049655321924223,1.487287493761061,-0.05335962664536013,5B,14,NA,-0.05335962664536013,-0.05335962664536013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-CMX-0002,6956,NA,NA,6/12/2018,3,1,10,06,2003,1,5,2,2,NA,Es odontropedriatra.,Es dentista especializada en niños.,1,1,1,1,1,Es ortodoncista.,Dentista especializado en adultos y ortodoncia.,1,1,1,1,1,7,7,7,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,4,4,4,3,3,5,1,4,1,1,2,2,2,2,2,5,4,5,5,5,5,5,5,5,5,1,1,5,5,5,5,3,5,1,3,2,3,3,4,3,2,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,3,3,3,4,3,2,1,2,2,1,2,Química.,1,1,2,2,2,2,2,1,3,3,3,4,3,1,1,2,1,Derecho fiscal.,4,3,3,4,3,3,4,3,4,3,4,4,4,1,1,2,1,NA,NA,NA,NA,NA,15,NA,2269,2261,-0.06540760844416826,0.3519512047600428,-0.4930353287244416,NA,NA,6,NA,86,NA,NA,1.5347776318657016,1.3358230145684036,0.5699333141635577,0.9552491338359298,-0.05335962664536013,6,16,NA,-0.05335962664536013,-0.05335962664536013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-CMX-0002,6958,NA,NA,6/12/2018,3,1,06,11,2003,2,5,1,1,NA,Geógrafa,Mapas,1,1,1,1,1,Cartografía,El estudio de los mapas y su realización,1,1,1,1,1,7,7,7,0,1,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,3,3,4,2,3,2,2,4,4,4,1,1,2,2,2,2,2,2,2,2,2,5,3,3,3,3,4,4,5,4,4,4,2,1,2,3,1,3,3,3,3,3,2,2,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,2,1,2,2,1,2,Quimica,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,Contador,4,3,3,4,4,3,3,3,3,4,3,3,3,1,2,2,2,NA,NA,NA,NA,NA,15,NA,2165,2165,-0.06540760844416826,-0.28814524927204027,-0.6878298698330785,NA,NA,6,NA,67,NA,NA,0.7464998834202858,0.39251703070865807,-0.16599704131546886,0.318194279515603,-0.05335962664536013,6,16,NA,-0.05335962664536013,-0.05335962664536013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-CMX-0002,6962,NA,NA,6/12/2018,3,1,27,06,2003,1,6,1,1,NA,Abogada,Licenciada,1,2,1,2,1,Abogado,Abogado,1,2,1,2,1,7,7,7,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,4,4,3,3,1,2,6,2,2,3,2,2,2,3,4,4,1,1,1,1,3,2,5,5,6,1,4,2,5,5,4,3,4,5,3,2,1,1,1,1,1,4,2,3,3,2,2,3,2,4,3,4,3,2,4,2,4,1,1,1,1,1,2,1,2,2,1,2,Quimica,3,2,2,3,3,4,2,2,1,1,1,1,2,2,4,2,3,Biologa marina,3,2,2,3,2,2,2,3,3,3,1,1,3,2,2,4,4,NA,NA,NA,NA,NA,15,NA,2611,2611,-2.5029968713865625,-2.818226805956683,-1.9622941140870414,NA,NA,5B,NA,85,NA,NA,-0.3551011698981513,-0.5151719114584139,-1.7114828268953517,-0.5651345374657976,-1.4289177797452741,5B,14,NA,-1.4289177797452741,-1.4289177797452741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,DIGITAL,NA,MX-CMX-0002,6964,NA,NA,6/12/2018,2,1,18,11,2003,1,6,2,2,NA,Casa,Limpia la casa,1,1,1,1,1,Tiene una comercializandora de maquinaria pesada,Reparte maquinaria pesada,1,1,1,1,1,7,7,7,0,1,NA,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,4,4,2,4,2,3,1,2,2,2,3,2,2,1,1,1,2,2,1,1,1,1,2,3,3,2,3,3,2,3,3,3,3,2,2,3,2,2,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,2,2,2,2,2,Mmm,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,Bailarina profesional,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,15,NA,2433,9501,-0.06540760844416826,0.025726774965539292,-0.6878298698330785,NA,NA,6,NA,64,NA,NA,0.044455419096078946,0.39251703070865807,-0.16599704131546886,-1.0661334792766308,1.0641221964800758,6,16,NA,1.0641221964800758,1.0641221964800758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
